X,Y,OBJECTID,ID,CRIME_REPORT_ID,AGE,GENDER,RACE_ETHNICITY,CLEARANCE_STATUS,IPV,WEAPON,LOCATION,X_COORD_PUBLIC,Y_COORD_PUBLIC,LATITUDE_PUBLIC,LONGITUDE_PUBLIC,CMPD_PATROL_DIVISION,NPA,CLEARANCE_DATE,CIRCUMSTANCES,COUNCIL_DISTRICT,COMMISSION_DISTRICT,CORRIDOR,CALENDAR_YEAR,CALENDAR_MONTH,DATE_REPORTED
1492117.00010781,584127.999915555,370,370,20220823-1524-00,25,Male,Black,Open,,Handgun,600 SAWYERS MILL RD,1492117,584128,35.343027,-80.703198,University City,336,2022/08/24 00:00:00+00,Other/Unknown,0,3,,2022,08,2022/08/23 00:00:00+00
1462465.00002871,529818.999937981,371,371,20220822-1919-00,35,Male,Black,Open,,Firearm,3800 MARVIN RD,1462465,529819,35.192391,-80.799315,Providence,370,,Argument,1,4,,2022,08,2022/08/22 00:00:00+00
1423546.00011097,512985.000141472,372,372,20220818-0158-01,26,Male,Black,Open,,Firearm,8000 S TRYON ST,1423546,512985,35.144136,-80.928464,Steele Creek,96,,Other/Unknown,3,2,,2022,08,2022/08/18 00:00:00+00
1424332.9998493,514244.999918059,373,373,20220813-0204-00,22,Male,Black,Open,,Handgun,7700 S TRYON ST,1424333,514245,35.14764,-80.925913,Steele Creek,96,,Other/Unknown,3,2,,2022,08,2022/08/13 00:00:00+00
1444247.00004748,547595.00014706,374,374,20220813-0141-00,27,Male,Black,Open,,Handgun,1700 SUMTER AV,1444247,547595,35.240302,-80.861398,Metro,347,,Other/Unknown,2,2,,2022,08,2022/08/13 00:00:00+00
1448656.00008772,586978.000121057,375,375,20220813-0112-03,23,Male,Black,Open,,Firearm,7300 W W T HARRIS BV,1448656,586978,35.34872,-80.849091,North,207,,Other/Unknown,4,1,,2022,08,2022/08/13 00:00:00+00
1442664.99993064,556267.999861389,376,376,20220811-1414-00,,Male,Black,Cleared by Arrest,,Handgun,3100 SOUTHWEST BV,1442665,556268,35.264047,-80.867242,Metro,292,2022/09/19 00:00:00+00,Other/Unknown,2,2,BEATTIES FORD/ROZZELLES FERRY,2022,08,2022/08/11 00:00:00+00
1485253.0000563,564462.99987556,377,377,20220805-0135-00,25,Male,Black,Cleared by Arrest,,Handgun,8900 AVEBURY DR,1485253,564463,35.288677,-80.725066,University City,192,2023/03/06 00:00:00+00,Robbery,4,3,,2022,08,2022/08/05 00:00:00+00
1428353.00001138,536714.999925479,378,378,20220803-1743-02,31,Male,White,Exceptionally Cleared,,Handgun,3100 NOBLES AV,1428353,536715,35.209582,-80.913917,Westover,114,2022/08/05 00:00:00+00,Domestic,3,2,,2022,08,2022/08/03 00:00:00+00
1455720.00006731,581962.999980479,379,379,20220801-1851-00,28,Male,White,Open,,Handgun,8300 OLD STATESVILLE RD,1455720,581963,35.335302,-80.825096,North,280,,Other/Unknown,2,3,,2022,08,2022/08/01 00:00:00+00
1437212.00000989,526130.000098139,380,380,20220731-2022-00,28,Male,Black,Open,,Handgun,4800 WALLINGFORD ST,1437212,526130,35.180969,-80.883591,Westover,290,2022/09/14 00:00:00+00,Argument,3,2,,2022,07,2022/07/31 00:00:00+00
1481468.00008039,580882.999843895,381,381,20220727-2130-02,24,Male,Black,Cleared by Arrest by Another Agency,,Firearm,2200 MALLARD HIGHLANDS DR,1481468,580883,35.333605,-80.738712,University City,80,2022/08/22 00:00:00+00,Drugs,4,3,,2022,07,2022/07/27 00:00:00+00
1461895.99985439,524633.0001394,382,382,20220724-0856-02,60,Male,White,Open,,Physical,4400 RANDOLPH RD,1461896,524633,35.178115,-80.800904,Providence,28,,Argument,6,5,,2022,07,2022/07/24 00:00:00+00
1426473.00016247,547961.000071228,383,383,20220724-0118-02,35,Male,Black,Open,,Handgun,3400 QUEEN CITY DR,1426473,547961,35.240377,-80.920938,Freedom,140,2022/07/26 00:00:00+00,Robbery,3,2,,2022,07,2022/07/24 00:00:00+00
1481020.99999014,544410.999953389,384,384,20220722-0505-01,22,Male,Black,Cleared by Arrest by Another Agency,,Firearm,5600 SHARON POINTE RD,1481021,544411,35.233387,-80.738069,Hickory Grove,247,2022/07/23 00:00:00+00,Domestic,5,3,,2022,07,2022/07/22 00:00:00+00
1432988.99992572,536500.000027388,385,385,20220719-1354-02,48,Male,Black,Open,,Handgun,3000 REID AV,1432989,536500,35.209236,-80.898385,Westover,159,2022/07/20 00:00:00+00,Robbery,3,2,,2022,07,2022/07/19 00:00:00+00
1480170.00005172,518663.999938309,386,386,20220717-0059-01,29,Male,Black,Open,,Handgun,7300 E INDEPENDENCE BV,1480170,518664,35.162612,-80.739408,Independence,186,,Other/Unknown,5,4,,2022,07,2022/07/17 00:00:00+00
1485609.99999847,570711.99984473,387,387,20220716-0249-02,22,Male,Black,Open,,Handgun,9500 UNIVERSITY CITY BV,1485610,570712,35.305861,-80.724234,University City,60,,Other/Unknown,4,3,,2022,07,2022/07/16 00:00:00+00
1472707.99988389,559635.000017151,388,388,20220716-0000-00,38,Male,Black,Cleared by Arrest,,Handgun,6400 N TRYON ST,1472708,559635,35.274807,-80.766811,North Tryon,234,2023/05/30 00:00:00+00,Other/Unknown,4,3,,2022,07,2022/07/16 00:00:00+00
1414641.99987438,571121.000010982,389,389,20220714-1739-02,23,Male,Black,Open,,,1100 LONG PAW LN,1414642,571121,35.303365,-80.962087,Freedom,332,,Other/Unknown,2,2,,2022,07,2022/07/14 00:00:00+00
1485609.99999847,570711.99984473,390,390,20220713-0548-00,48,Female,White,Cleared by Arrest,,Handgun,9600 UNIVERSITY CITY BV,1485610,570712,35.305861,-80.724234,University City,299,2022/12/27 00:00:00+00,Robbery,4,3,,2022,07,2022/07/13 00:00:00+00
1462278.00007464,555833.000075221,391,391,20220707-0654-00,17,Male,Hispanic,Cleared by Arrest,,Handgun,3900 SOFLEY RD,1462278,555833,35.263847,-80.801521,North Tryon,21,2022/11/23 00:00:00+00,Drugs,1,3,SUGAR CREEK/I-85,2022,07,2022/07/07 00:00:00+00
1438495.00006856,546109.999836221,392,392,20220705-1645-00,19,Male,Black,Cleared by Arrest,,Handgun,1700 CAMP GREENE ST,1438495,546110,35.235925,-80.880565,Metro,124,2022/07/26 00:00:00+00,Robbery,2,2,FREEDOM DRIVE/WILKINSON,2022,07,2022/07/05 00:00:00+00
1481087.99985614,578630.000084817,393,393,20220705-0116-01,27,Male,Black,Open,,Handgun,9200 WRIGHT HILL RD,1481088,578630,35.327397,-80.739853,University City,65,,Other/Unknown,4,3,,2022,07,2022/07/05 00:00:00+00
1463305.99998714,569942.00007239,394,394,20220627-2156-00,18,Male,Black,Open,,Handgun,6000 BENNETTSVILLE LN,1463306,569942,35.302659,-80.798934,University City,259,,Other/Unknown,2,3,,2022,06,2022/06/27 00:00:00+00
1466562.00003681,538362.99991031,395,395,20220627-0533-00,34,Male,White,Open,,Firearm,1600 MERRY OAKS RD,1466562,538363,35.216066,-80.786118,Eastway,87,,Other/Unknown,1,4,CENTRAL/ALBEMARLE,2022,06,2022/06/27 00:00:00+00
1468110.99989155,566567.99993065,396,396,20220626-0255-00,30,Male,Hispanic,Exceptionally Cleared,,Handgun,7300 NEAL RD,1468111,566568,35.293628,-80.782628,University City,331,2022/10/13 00:00:00+00,Argument,4,3,,2022,06,2022/06/26 00:00:00+00
1465781.99995638,550338.999908388,397,397,20220625-0144-04,61,Female,Black,Cleared by Arrest,,Handgun,4100 DINGLEWOOD AV,1465782,550339,35.248928,-80.789452,North Tryon,344,2022/11/09 00:00:00+00,Other/Unknown,1,3,,2022,06,2022/06/25 00:00:00+00
1446437.99993056,545180.000055805,398,398,20220624-2048-01,19,Male,Black,Cleared by Arrest,,Handgun,1000 MARGARET BROWN ST,1446438,545180,35.23378,-80.85391,Central,476,2022/07/19 00:00:00+00,Argument,2,4,,2022,06,2022/06/24 00:00:00+00
1434809.99989264,510329.999874055,399,399,20220621-2019-01,16,Male,Hispanic,Cleared by Arrest,,Handgun,300 BRANCHVIEW DR,1434810,510330,35.137438,-80.890621,Steele Creek,79,2022/08/18 00:00:00+00,Argument,3,2,,2022,06,2022/06/21 00:00:00+00
1452363.99988955,507067.9998364,400,400,20220620-2154-03,35,Male,White,Cleared by Arrest,,Physical,3100 HEATHSTEAD PL,1452364,507068,35.129381,-80.831714,South,42,2022/08/11 00:00:00+00,Other/Unknown,6,5,,2022,06,2022/06/20 00:00:00+00
1435954.99989922,553068.000027806,401,401,20220611-0900-02,55,Male,White,Cleared by Arrest by Another Agency,,Handgun,4100 GLENWOOD DR,1435955,553068,35.254907,-80.889513,Metro,6,2022/06/13 00:00:00+00,Argument,2,2,,2022,06,2022/06/11 00:00:00+00
1423187.99984272,549474.999995977,402,402,20220608-0130-00,33,Male,Black,Cleared by Arrest by Another Agency,,Handgun,6400 TUCKASEEGEE RD,1423188,549475,35.244361,-80.932037,Freedom,140,2023/03/10 00:00:00+00,Other/Unknown,3,2,,2022,06,2022/06/08 00:00:00+00
1427293.00016288,536008.00002715,403,403,20220604-1148-00,17,Male,Hispanic,Cleared by Arrest,,Firearm,5700 LEAKE ST,1427293,536008,35.207584,-80.917419,Westover,306,2022/06/08 00:00:00+00,Drugs,3,2,,2022,06,2022/06/04 00:00:00+00
1453932.00003439,541794.999936059,404,404,20220604-0009-00,20,Male,Black,Open,,Handgun,900 BROOKSHIRE FR,1453932,541795,35.224863,-80.82861,Central,476,,Other/Unknown,1,4,,2022,06,2022/06/04 00:00:00+00
1445760.99997222,588369.999961734,405,405,20220603-0548-00,26,Male,Black,Cleared by Arrest,,Handgun,7900 PHILADELPHIA CT,1445761,588370,35.352395,-80.858885,North,72,2022/09/19 00:00:00+00,Domestic,4,1,,2022,06,2022/06/03 00:00:00+00
1447649.00013322,571754.00005731,406,406,20220601-0707-02,67,Male,Black,Open,,Blunt Trauma,4500 SUNSET RD,1447649,571754,35.306846,-80.851515,North,139,,Other/Unknown,2,2,,2022,06,2022/06/01 00:00:00+00
1475173.99987313,535953.00013715,407,407,20220530-2341-01,21,Male,Black,Cleared by Arrest,,Rifle,5200 CENTRAL AV,1475174,535953,35.209868,-80.757146,Eastway,127,2022/07/27 00:00:00+00,Argument,5,4,CENTRAL/ALBEMARLE,2022,05,2022/05/30 00:00:00+00
1434810.99989064,509535.000151724,408,408,20220530-2305-00,33,Male,Black,Open,,Handgun,1100 DEEP ROCK CR,1434811,509535,35.135254,-80.890567,Steele Creek,116,,Argument,3,2,,2022,05,2022/05/30 00:00:00+00
1497778.99993864,543222.000034809,409,409,20220529-1735-02,16,Male,Hispanic,Cleared by Arrest,,Handgun,8900 FIRST RUN CT,1497779,543222,35.230913,-80.68189,Hickory Grove,98,2022/12/01 00:00:00+00,Drugs,5,4,,2022,05,2022/05/29 00:00:00+00
1471850.99995747,559119.000064895,410,410,20220519-0047-01,26,Male,Hispanic,Open,,Handgun,300 BLACKHAWK RD,1471851,559119,35.273348,-80.769651,North Tryon,101,,Other/Unknown,1,3,,2022,05,2022/05/19 00:00:00+00
1464499.99989572,552918.99999772,411,411,20220518-1457-01,44,Male,Black,Open,,Cutting Instrument,200 E SUGAR CREEK RD,1464500,552919,35.255953,-80.793901,North Tryon,21,,Other/Unknown,1,4,SUGAR CREEK/I-85,2022,05,2022/05/18 00:00:00+00
1462465.00002871,529818.999937981,412,412,20220515-2039-00,18,Male,Black,Cleared by Arrest,,Handgun,3800 MARVIN RD,1462465,529819,35.192391,-80.799315,Providence,370,2022/05/24 00:00:00+00,Other/Unknown,1,4,,2022,05,2022/05/15 00:00:00+00
1459302.00012113,586214.000008643,413,413,20220514-1817-00,18,Male,Black,Cleared by Arrest,,Handgun,4700 BEECH CREST PL,1459302,586214,35.34716,-80.813348,North,276,2022/05/23 00:00:00+00,Robbery,4,1,,2022,05,2022/05/14 00:00:00+00
1441717.99985614,536181.000009224,414,414,20220513-1134-01,,Unknown,Other/Unknown,Open,,Handgun,500 BROOKHILL RD,1441718,536181,35.208815,-80.869147,Westover,338,,Other/Unknown,3,2,,2022,05,2022/05/13 00:00:00+00
1437115.9998738,550056.000146315,415,415,20220512-1743-00,26,Male,Black,Cleared by Arrest,,Firearm,3600 AVALON AV,1437116,550056,35.246693,-80.885433,Metro,6,2022/09/01 00:00:00+00,Other/Unknown,2,2,,2022,05,2022/05/12 00:00:00+00
1434810.99989064,509535.000151724,416,416,20220508-0021-03,29,Male,Black,Open,,Handgun,1100 DEEP ROCK CR,1434811,509535,35.135254,-80.890567,Steele Creek,116,,Drugs,3,2,,2022,05,2022/05/08 00:00:00+00
1471850.99995747,559119.000064895,417,417,20220504-1615-02,41,Male,Hispanic,Cleared by Arrest,,Physical,6300 COUNTRYSIDE DR,1471851,559119,35.273348,-80.769651,North Tryon,304,2022/07/25 00:00:00+00,Argument,1,3,,2022,05,2022/05/04 00:00:00+00
1435756.99996714,525981.000068054,418,418,20220430-1750-00,,Male,Black,Cleared by Arrest,,Firearm,300 W WOODLAWN RD,1435757,525981,35.180484,-80.88845,Westover,362,2022/05/19 00:00:00+00,Other/Unknown,3,2,,2022,04,2022/04/30 00:00:00+00
1440676.99996963,556976.000085816,419,419,20220429-1915-00,21,Male,Black,Exceptionally Cleared,,Firearm,700 MONTANA DR,1440677,556976,35.265889,-80.873945,Metro,292,2022/07/05 00:00:00+00,Argument,2,2,BEATTIES FORD/ROZZELLES FERRY,2022,04,2022/04/29 00:00:00+00
1440676.99996963,556976.000085816,420,420,20220429-1915-00,23,Male,Black,Exceptionally Cleared,,Firearm,700 MONTANA DR,1440677,556976,35.265889,-80.873945,Metro,292,2022/07/05 00:00:00+00,Argument,2,2,BEATTIES FORD/ROZZELLES FERRY,2022,04,2022/04/29 00:00:00+00
1429179.99999781,538895.000158638,421,421,20220421-2243-01,29,Male,Black,Open,,Handgun,3000 MARKLAND DR,1429180,538895,35.215615,-80.911289,Westover,321,,Other/Unknown,3,2,,2022,04,2022/04/21 00:00:00+00
1482789.00006305,531292.99994272,422,422,20220421-0633-00,20,Male,Black,Cleared by Arrest,,Handgun,7800 RIDING TRAIL RD,1482789,531293,35.197433,-80.731383,Hickory Grove,316,2022/05/25 00:00:00+00,Argument,5,4,,2022,04,2022/04/21 00:00:00+00
1446331.00014456,587500.000061303,423,423,20220420-2023-01,19,Male,Black,Cleared by Arrest,,Handgun,9900 NORTHLAKE CENTRE PY,1446331,587500,35.350035,-80.85692,North,72,2022/04/30 00:00:00+00,Argument,4,1,,2022,04,2022/04/20 00:00:00+00
1460244.99987556,558893.999858722,424,424,20220417-2112-02,39,Male,White,Cleared by Arrest,,Handgun,1400 METALS DR,1460245,558894,35.272155,-80.808517,North Tryon,138,2023/04/15 00:00:00+00,Other/Unknown,1,3,,2022,04,2022/04/17 00:00:00+00
1426438.99990238,548498.999979481,425,425,20220415-1327-03,62,Female,White,Cleared by Arrest,,Screwdriver,3100 SLOAN DR,1426439,548499,35.241853,-80.921087,Freedom,140,2022/04/19 00:00:00+00,Argument,3,2,,2022,04,2022/04/15 00:00:00+00
1436524.00007355,514194.000020057,426,426,20220410-0201-03,33,Male,Black,Open,,Firearm,6800 FARTHINGTON CR,1436524,514194,35.148143,-80.885135,Steele Creek,71,,Other/Unknown,3,2,,2022,04,2022/04/10 00:00:00+00
1479067.99995914,543988.00014323,427,427,20220409-1847-00,54,Male,Black,Cleared by Arrest,,Knife,4500 SHARON CHASE DR,1479068,543988,35.23213,-80.744584,Hickory Grove,168,2022/05/27 00:00:00+00,Other/Unknown,1,4,,2022,04,2022/04/09 00:00:00+00
1454138.99994847,551547.000117064,428,428,20220329-1135-03,17,Male,Black,Cleared by Arrest,,Handgun,900 FRANKLIN AV,1454139,551547,35.251664,-80.828518,Metro,363,2022/03/31 00:00:00+00,Other/Unknown,1,3,,2022,03,2022/03/29 00:00:00+00
1483047.99987313,515524.99998273,429,429,20220325-0349-01,39,Male,Hispanic,Open,,Handgun,2700 CROSS POINT CR,1483048,515525,35.154126,-80.729597,Independence,107,,Other/Unknown,5,4,,2022,03,2022/03/25 00:00:00+00
1462294.00004263,530163.999904141,430,430,20220321-1427-02,35,Male,Black,Cleared by Arrest,,Firearm,3600 MARVIN RD,1462294,530164,35.19333,-80.799908,Providence,370,2022/04/01 00:00:00+00,Other/Unknown,1,4,,2022,03,2022/03/21 00:00:00+00
1481289.0001103,546134.000116304,431,431,20220319-1851-01,48,Male,Hispanic,Cleared by Arrest,,Physical,5700 E W T HARRIS BV,1481289,546134,35.238133,-80.737273,Hickory Grove,247,2022/03/23 00:00:00+00,Argument,5,3,,2022,03,2022/03/19 00:00:00+00
1440236.99986538,534472.000146389,432,432,20220315-1816-00,14,Male,Black,Open,,Handgun,2900 BALTIMORE AV,1440237,534472,35.204043,-80.873996,Westover,30,,Other/Unknown,3,2,,2022,03,2022/03/15 00:00:00+00
1439452.00012305,548766.000101641,433,433,20220314-1916-03,58,Male,Black,Cleared by Arrest,,Handgun,3100 AVALON AV,1439452,548766,35.243271,-80.877529,Metro,5,2022/03/22 00:00:00+00,Argument,2,2,,2022,03,2022/03/14 00:00:00+00
1447422.99992906,515237.999900565,434,434,20220312-0909-01,2,Male,Other/Unknown,Cleared by Arrest,,Physical,6200 PARK RD,1447423,515238,35.151574,-80.848745,South,8,2022/08/16 00:00:00+00,Domestic,6,5,,2022,03,2022/03/12 00:00:00+00
1410006.99995805,514671.000050306,435,435,20220305-0309-03,48,Male,White,Cleared by Arrest,,Handgun,10700 HILLGROVE LN,1410007,514671,35.148037,-80.973857,Steele Creek,111,2022/09/13 00:00:00+00,Other/Unknown,3,2,,2022,03,2022/03/05 00:00:00+00
1419476.00004889,560879.00015381,436,436,20220224-1209-05,66,Male,White,Cleared by Arrest,,Handgun,600 GLASGOW RD,1419476,560879,35.27549,-80.945215,Freedom,333,2022/02/24 00:00:00+00,Domestic,3,2,,2022,02,2022/02/24 00:00:00+00
1464601.0000218,571363.99985306,437,437,20220218-2239-01,15,Male,Other/Unknown,Cleared by Arrest,,Handgun,6700 MALLARD PARK DR,1464601,571364,35.30663,-80.79468,University City,259,2022/04/05 00:00:00+00,Drugs,2,3,,2022,02,2022/02/18 00:00:00+00
1449276.00016005,555115.99986881,438,438,20220215-1133-00,,Male,Black,Cleared by Arrest,,Rifle,1500 LASALLE ST,1449276,555116,35.261222,-80.845026,Metro,374,2022/03/10 00:00:00+00,Argument,2,3,,2022,02,2022/02/15 00:00:00+00
1414983.99984655,565944.99986431,439,439,20220213-1858-04,36,Male,Black,Open,,Handgun,1900 MARITA DR,1414984,565945,35.289164,-80.960598,Freedom,348,2022/09/19 00:00:00+00,Other/Unknown,2,2,,2022,02,2022/02/13 00:00:00+00
1431591.00009705,576421.999907643,440,440,20220213-0622-00,,Female,Black,Cleared by Arrest,Intimate Partner,Shotgun,1600 SWAN DR,1431591,576422,35.318834,-80.90563,North,112,2022/02/16 00:00:00+00,Domestic,0,2,,2022,02,2022/02/13 00:00:00+00
1448473.00012563,543981.000157222,441,441,20220211-2134-03,41,Male,Hispanic,Cleared by Arrest,,Handgun,500 W TRADE ST,1448473,543981,35.230591,-80.847022,Central,476,2022/03/17 00:00:00+00,Argument,2,4,,2022,02,2022/02/11 00:00:00+00
1485977.99991864,570111.000062481,442,442,20220207-1856-00,24,Male,Black,Cleared by Arrest,,Vehicle,10300 OLD CONCORD RD,1485978,570111,35.304228,-80.722965,University City,299,2022/02/25 00:00:00+00,Other/Unknown,4,3,,2022,02,2022/02/07 00:00:00+00
1459735.9999093,547416.999846891,443,443,20220129-2340-03,23,Male,Black,Open,,Firearms,800 LEIGH AV,1459736,547417,35.2406,-80.809521,Eastway,386,2022/09/14 00:00:00+00,Drugs,1,4,,2022,01,2022/01/29 00:00:00+00
1461503.99998222,552360.000131473,444,444,20220129-2323-04,50,Male,Black,Cleared by Arrest,,Handgun,3700 N TRYON ST,1461504,552360,35.254268,-80.803902,North Tryon,21,2022/01/30 00:00:00+00,Argument,1,4,GRAHAM STREET/NORTH TRYON,2022,01,2022/01/29 00:00:00+00
1423187.99984272,549474.999995977,445,445,20220111-2053-03,47,Male,Black,Cleared by Arrest,,Vehicle,6400 TUCKASEEGEE RD,1423188,549475,35.244361,-80.932037,Freedom,140,2022/01/12 00:00:00+00,Other/Unknown,3,2,,2022,01,2022/01/11 00:00:00+00
1452526.99989164,561248.000071973,446,446,20220103-1720-00,28,Female,Black,Cleared by Arrest,,Vehicle,4300 STATESVILLE RD,1452527,561248,35.278233,-80.834517,North,125,2022/02/02 00:00:00+00,Other/Unknown,2,3,,2022,01,2022/01/03 00:00:00+00
1446559.00001663,556663.000055641,447,447,20211225-0213-00,28,Male,Black,Cleared by Arrest,,Firearm,2200 BEATTIES FORD RD,1446559,556663,35.265332,-80.854224,Metro,374,2022/02/10 00:00:00+00,Argument,2,3,BEATTIES FORD/ROZZELLES FERRY,2021,12,2021/12/25 00:00:00+00
1489283.9998683,574686.00009881,448,448,20211223-0612-00,18,Male,Hispanic,Cleared by Arrest,,Firearm,1600 DEERGREEN LN,1489284,574686,35.316954,-80.712151,University City,60,2022/01/13 00:00:00+00,Robbery,4,3,,2021,12,2021/12/23 00:00:00+00
1437688.00004214,566572.999920651,449,449,20211220-1346-00,47,Female,Black,Cleared by Arrest,Intimate Partner,Handgun,1300 LONG GRASS CT,1437688,566573,35.292098,-80.884568,North,158,2021/12/20 00:00:00+00,Domestic,0,2,,2021,12,2021/12/20 00:00:00+00
1487089.99999122,572789.999953806,450,450,20211220-0008-03,19,Male,Black,Cleared by Arrest,,Firearm,1100 GOLD RUSH BV,1487090,572790,35.311641,-80.719394,University City,60,2022/12/14 00:00:00+00,Other/Unknown,4,3,,2021,12,2021/12/20 00:00:00+00
1414386.00005831,578815.0000429,451,451,20211217-2159-03,0,Male,Black,Cleared by Arrest,,Physical,9600 CORBETT SQUARE LN,1414386,578815,35.324487,-80.963455,North,136,2021/12/22 00:00:00+00,Domestic,2,1,,2021,12,2021/12/17 00:00:00+00
1439000.00004281,531181.999836639,452,452,20211214-1712-05,46,Male,Black,Cleared by Arrest,,Firearm,3500 S TRYON ST,1439000,531182,35.194941,-80.877928,Westover,290,2022/01/03 00:00:00+00,Argument,3,2,,2021,12,2021/12/14 00:00:00+00
1429795.00008014,520360.000155225,453,453,20211210-1704-00,30,Male,Black,Cleared by Arrest by Another Agency,,Handgun,5900 QUERCUS COVE CT,1429795,520360,35.164729,-80.908038,Steele Creek,121,2022/02/03 00:00:00+00,Drugs,3,2,,2021,12,2021/12/10 00:00:00+00
1446282.99991247,591984.99994956,454,454,20211207-0021-02,29,Male,Black,Cleared by Arrest,,Handgun,8600 SWANK PL,1446283,591985,35.362353,-80.857362,North,72,2022/01/26 00:00:00+00,Other/Unknown,0,1,,2021,12,2021/12/07 00:00:00+00
1461408.99984413,562381.000102565,455,455,20211206-0157-01,41,Male,Hispanic,Cleared by Arrest,,Handgun,4900 N GRAHAM ST,1461409,562381,35.281793,-80.80483,North Tryon,328,2022/01/25 00:00:00+00,Other/Unknown,1,3,,2021,12,2021/12/06 00:00:00+00
1429885.99989814,570814.999966815,456,456,20211128-0449-03,34,Male,Black,Cleared by Arrest,,Handgun,1700 HARLAND ST,1429886,570815,35.303341,-80.910983,North,113,2021/11/30 00:00:00+00,Argument,2,2,,2021,11,2021/11/28 00:00:00+00
1454272.00001055,574373.00006865,457,457,20211124-2159-01,21,Female,Black,Cleared by Arrest,Intimate Partner,Handgun,6200 ROBUR CT,1454272,574373,35.314378,-80.829482,North,117,2021/11/30 00:00:00+00,Domestic,2,3,,2021,11,2021/11/24 00:00:00+00
1453764.0000423,546340.000032395,458,458,20211112-2114-01,30,Male,Black,Cleared by Arrest,,Firearm,1500 N TRYON ST,1453764,546340,35.23734,-80.829452,Metro,157,2021/12/09 00:00:00+00,Argument,1,3,GRAHAM STREET/NORTH TRYON,2021,11,2021/11/12 00:00:00+00
1464749.00005388,559971.000001311,459,459,20211108-2320-00,35,Male,Hispanic,Cleared by Arrest,,Handgun,1100 W SUGAR CREEK RD,1464749,559971,35.275338,-80.793494,North Tryon,138,2021/11/11 00:00:00+00,Other/Unknown,1,3,SUGAR CREEK/I-85,2021,11,2021/11/08 00:00:00+00
1477488.99983631,569898.000160396,460,460,20211106-0047-00,17,Male,Hispanic,Open,,Firearm,8500 N TRYON ST,1477489,569898,35.303235,-80.751401,University City,219,,Other/Unknown,4,3,,2021,11,2021/11/06 00:00:00+00
